uid,rpp,userAgent,query,submitter,isBot,actor,type,owningComm,city,id,previousWorkflowStep,time,scopeType,page,longitude,scopeId,epersonid,workflowItemId,sortOrder,countryCode,dns,owningColl,statistics_type,ip,referrer,sortBy,owner,continent,owningItem,latitude,bundleName,workflowStep,,,,,,,,,,,,,,,
30ed1c50-79f2-4465-b33f-7eec4432eff6,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"79,78,26,78,26,26",,146,,2018-02-26T16:00:53.031Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
72b95999-9d86-4d20-a4b6-07375019040d,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"79,78,26,78,26,26",,149,,2018-02-26T16:00:53.038Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
15b9c18f-d5fd-433c-8858-ec9c1671b711,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,90,,176,,2018-02-26T16:00:53.053Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
ddd78f0f-a964-434d-bbf9-f568f2c2ce06,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"5,1,1",,6,,2018-02-26T16:00:53.063Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
84dbbe09-79bc-4d7c-9c0b-d3d926dd7d70,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"19,12,12",,57,,2018-02-26T16:00:53.413Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
3cbd649d-f7c3-42d1-8cda-48ce4f091169,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"62,61,60,48,26,61,60,48,26,60,48,26,48,26,26",,120,,2018-02-26T16:00:53.424Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
e6aee4aa-5d54-4532-909a-18e82c1e7736,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"13,12,12",,37,,2018-02-26T16:00:53.431Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
8210be9b-6b39-41ea-b980-bd968d513603,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,90,,213,,2018-02-26T16:00:53.437Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
b5fb7b54-4d70-4be1-9311-04dc12302b2c,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"17,12,12",,44,,2018-02-26T16:00:53.444Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
e6797055-8c2b-436a-9b98-4d10a1dd769d,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"17,12,12",,223,,2018-02-26T16:00:53.451Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
ba98596d-4b99-4bda-a99f-bd005645014f,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"17,12,12",,45,,2018-02-26T16:00:53.457Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
a498e057-6795-4e2f-a64f-02b291b1c194,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"17,12,12",,46,,2018-02-26T16:00:53.464Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
608fa0ab-8275-4cfa-bf07-0584e461a2c9,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"18,12,12",,50,,2018-02-26T16:00:53.47Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
ca555f1f-a9bd-42d8-a9b1-0e734a9e60d3,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"18,12,12",,48,,2018-02-26T16:00:53.476Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
48a46bfc-c260-46f8-b456-420e732d51aa,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"13,12,12",,30,,2018-02-26T16:00:53.483Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
2d979ffc-7788-437a-901e-6f3aca228295,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"32,31,30,26,31,30,26,30,26,26",,90,,2018-02-26T16:00:53.492Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
5f85013e-b2d3-4d22-a314-67213e44c606,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"31,30,26,30,26,26",,91,,2018-02-26T16:00:53.499Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
ff59b472-e264-4349-8eb2-4e272474ef5b,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"76,26,26",,141,,2018-02-26T16:00:53.506Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
347fa224-54e5-4fc0-a055-e2a859200d4b,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"76,26,26",,140,,2018-02-26T16:00:53.512Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
de1a8bdc-a996-437d-bbdb-dd9a2dda6783,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,90,,183,,2018-02-26T16:00:53.518Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
a8facaaf-e1ea-49d8-9e15-6bcb409d069b,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"10,1,1",,25,,2018-02-26T16:00:53.526Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
03af25c1-077c-4368-bee8-f2384f115548,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"19,12,12",,55,,2018-02-26T16:00:53.532Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
53e02fcc-0fc8-45a1-884f-a73de3c9614f,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,3,,2,,2018-02-26T16:00:53.538Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
c7a9e2d0-d491-4574-920c-415c80de3f3d,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"14,13,12,13,12,12",,36,,2018-02-26T16:00:53.554Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
1a147e2f-ee64-4820-b9b7-a4f10e01d1fd,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"73,72,26,72,26,26",,134,,2018-02-26T16:00:53.908Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
12a9337f-6f39-4901-809f-3cb70a9f92e6,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"19,12,12",,56,,2018-02-26T16:00:53.915Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
13ece5e0-2d23-4a24-b372-c64662ed0de2,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,4,,3,,2018-02-26T16:00:53.922Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
f8686f62-098b-418d-b4af-fe98e5c8a418,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"19,12,12",,52,,2018-02-26T16:00:53.928Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
f88624c7-8c3e-45bf-9839-b64376ebc823,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"84,78,26,78,26,26",,168,,2018-02-26T16:00:53.937Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
ca96a335-ffc0-438f-81b5-ffa267ab2972,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"15,12,12",,41,,2018-02-26T16:00:53.945Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
fde2fd83-165c-408b-82d8-65a7c92748d2,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"15,12,12",,39,,2018-02-26T16:00:53.953Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
f7befd5a-2d79-4201-a972-0370d7d302e5,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"105,103,1,103,1,1",,210,,2018-02-26T16:00:53.962Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
1dd93cc4-eef7-432b-94fd-1fadc8553aea,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,90,,177,,2018-02-26T16:00:53.968Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
2cdc4966-77cc-47b5-956a-a3b142b6ed63,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"25,22,22",,79,,2018-02-26T16:00:53.975Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
85043e53-94ae-45a9-acfa-63cdb14f9629,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"29,27,26,27,26,26",,85,,2018-02-26T16:00:53.982Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
1c432e3e-ac6c-4e19-a7b2-d9bb963aa6fe,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"14,13,12,13,12,12",,34,,2018-02-26T16:00:53.989Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
9efb9969-c9ef-444f-8c5a-fbefc885885a,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,4,,4,,2018-02-26T16:00:53.995Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
f5f8e21b-48fd-4000-af32-500762eb12ee,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"10,1,1",,26,,2018-02-26T16:00:54.002Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
1ded74b6-1618-4fa2-96fb-25952b25151b,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"9,1,1",,22,,2018-02-26T16:00:54.009Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
25d25acc-0307-41df-b990-b44966182821,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"74,72,26,72,26,26",,138,,2018-02-26T16:00:54.016Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
02cac9ad-be63-4bf2-b56c-c3290407017c,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"80,78,26,78,26,26",,153,,2018-02-26T16:00:54.023Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
e4f49493-2ae2-41c9-b2f4-9d57c0c09bf9,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"67,66,48,26,66,48,26,48,26,26",,127,,2018-02-26T16:00:54.032Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
7b4b65bb-1a02-4b1f-abed-bc659b136ca1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"67,66,48,26,66,48,26,48,26,26",,126,,2018-02-26T16:00:54.04Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
27abaf33-2e5c-4bc0-ad1f-25551a518ede,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"80,78,26,78,26,26",,158,,2018-02-26T16:00:54.048Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
b2a2aacd-bca3-43f8-bae1-98f5394feeba,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"97,1,1",,190,,2018-02-26T16:00:54.406Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
955138d3-548f-41e7-8a47-121dab282ac4,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"23,22,22",,65,,2018-02-26T16:00:54.414Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
4e0c5b50-7cdc-4b7e-b650-74a4341e63cd,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"81,78,26,78,26,26",,159,,2018-02-26T16:00:54.422Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
89b1a26c-1f1f-48a4-8d36-d6c7bab218c6,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"8,1,1",,191,,2018-02-26T16:00:54.43Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
52e2e5ea-7969-4c0e-9db7-ec909aa9e31a,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,21,,60,,2018-02-26T16:00:54.437Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
cd1dd6d2-bc29-4964-9fa5-464f490d29ba,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"79,78,26,78,26,26",,148,,2018-02-26T16:00:54.446Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
562a1e3c-4a96-4585-aeb0-f03451a55b30,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"29,27,26,27,26,26",,86,,2018-02-26T16:00:54.455Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
d291fc14-f3e4-4829-8b53-3beccbbfebdd,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"74,72,26,72,26,26",,137,,2018-02-26T16:00:54.465Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
cff9d02a-0a1c-49d1-90db-7638b3e096d3,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"25,22,22",,76,,2018-02-26T16:00:54.473Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
db62ddeb-ebc4-46f4-9b7e-2749438ca4f5,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"74,72,26,72,26,26",,136,,2018-02-26T16:00:54.482Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
b1e773b5-d860-4ff6-86c2-eeb92996df2c,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"17,12,12",,224,,2018-02-26T16:00:54.491Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
6747bb27-2721-47ad-8c23-46511878d0a5,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,90,,228,,2018-02-26T16:00:54.495Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
a2d54c94-a8b0-45fa-a630-da71016744d8,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"20,1,1",,59,,2018-02-26T16:00:54.504Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
b34ad073-cd51-48de-932e-08afbc90ad13,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"10,1,1",,29,,2018-02-26T16:00:54.512Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
06f03a9e-2de4-4123-8064-0b40b84d2e1f,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"2,1,1",,178,,2018-02-26T16:00:54.52Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
523efbf3-09ac-431d-bac3-c058bd28cb55,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"11,10,1,10,1,1",,27,,2018-02-26T16:00:54.527Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
f148d895-bbde-4532-960c-9bb1ed1883a4,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"36,35,26,35,26,26",,95,,2018-02-26T16:00:54.535Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
97727df5-3aad-4649-b9b6-c8f281af3480,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"79,78,26,78,26,26",,145,,2018-02-26T16:00:54.542Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
54a298fc-e8aa-40db-8fb9-6fd2699c98e0,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,,FALSE,,3,"18,12,12",,49,,2018-02-26T16:00:54.548Z,,,,,,,,,11.222.444.87,,view,11.222.444.87,https://myrepo.myinst.edu/rest/static/reports/index.html,,,,,,,,,,,,,,,,,,,,,,
